season,episodeNumber,episodeTitle,sceneNumber,location,sublocation,sceneStart,sceneEnd,name,sceneDuration
4,2,The Lion and the Rose,40,The Crownlands,King's Landing,0:29:06,0:29:11,Tommen Baratheon,5
4,2,The Lion and the Rose,40,The Crownlands,King's Landing,0:29:06,0:29:11,Tyrion Lannister,5
4,2,The Lion and the Rose,40,The Crownlands,King's Landing,0:29:06,0:29:11,Grand Maester Pycelle,5
4,2,The Lion and the Rose,40,The Crownlands,King's Landing,0:29:06,0:29:11,Jaime Lannister,5
4,2,The Lion and the Rose,40,The Crownlands,King's Landing,0:29:06,0:29:11,Oberyn Martell,5
4,2,The Lion and the Rose,40,The Crownlands,King's Landing,0:29:06,0:29:11,Ellaria Sand,5
4,2,The Lion and the Rose,41,The Crownlands,King's Landing,0:29:11,0:29:14,Joffrey Baratheon,3
4,2,The Lion and the Rose,41,The Crownlands,King's Landing,0:29:11,0:29:14,Margaery Tyrell,3
4,2,The Lion and the Rose,41,The Crownlands,King's Landing,0:29:11,0:29:14,High Septon,3
4,2,The Lion and the Rose,42,The Crownlands,King's Landing,0:29:14,0:29:19,Margaery Tyrell,5
4,2,The Lion and the Rose,42,The Crownlands,King's Landing,0:29:14,0:29:19,Olenna Tyrell,5
4,2,The Lion and the Rose,42,The Crownlands,King's Landing,0:29:14,0:29:19,Loras Tyrell,5
4,2,The Lion and the Rose,42,The Crownlands,King's Landing,0:29:14,0:29:19,Oberyn Martell,5
4,2,The Lion and the Rose,42,The Crownlands,King's Landing,0:29:14,0:29:19,Ellaria Sand,5
4,2,The Lion and the Rose,42,The Crownlands,King's Landing,0:29:14,0:29:19,Grand Maester Pycelle,5
4,2,The Lion and the Rose,43,The Crownlands,King's Landing,0:29:19,0:29:30,Joffrey Baratheon,11
4,2,The Lion and the Rose,43,The Crownlands,King's Landing,0:29:19,0:29:30,Margaery Tyrell,11
4,2,The Lion and the Rose,43,The Crownlands,King's Landing,0:29:19,0:29:30,High Septon,11
4,2,The Lion and the Rose,43,The Crownlands,King's Landing,0:29:19,0:29:30,Tywin Lannister,11
4,2,The Lion and the Rose,43,The Crownlands,King's Landing,0:29:19,0:29:30,Olenna Tyrell,11
4,2,The Lion and the Rose,44,The Crownlands,King's Landing,0:29:30,0:29:41,Mace Tyrell,11
4,2,The Lion and the Rose,44,The Crownlands,King's Landing,0:29:30,0:29:41,Tywin Lannister,11
4,2,The Lion and the Rose,44,The Crownlands,King's Landing,0:29:30,0:29:41,Cersei Lannister,11
4,2,The Lion and the Rose,44,The Crownlands,King's Landing,0:29:30,0:29:41,Tommen Baratheon,11
4,2,The Lion and the Rose,44,The Crownlands,King's Landing,0:29:30,0:29:41,Tyrion Lannister,11
4,2,The Lion and the Rose,44,The Crownlands,King's Landing,0:29:30,0:29:41,Grand Maester Pycelle,11
4,2,The Lion and the Rose,44,The Crownlands,King's Landing,0:29:30,0:29:41,Jaime Lannister,11
4,2,The Lion and the Rose,44,The Crownlands,King's Landing,0:29:30,0:29:41,Oberyn Martell,11
4,2,The Lion and the Rose,44,The Crownlands,King's Landing,0:29:30,0:29:41,Ellaria Sand,11
4,2,The Lion and the Rose,44,The Crownlands,King's Landing,0:29:30,0:29:41,Olenna Tyrell,11
4,2,The Lion and the Rose,44,The Crownlands,King's Landing,0:29:30,0:29:41,Loras Tyrell,11
4,2,The Lion and the Rose,45,The Crownlands,King's Landing,0:29:41,0:29:48,Joffrey Baratheon,7
4,2,The Lion and the Rose,45,The Crownlands,King's Landing,0:29:41,0:29:48,Margaery Tyrell,7
4,2,The Lion and the Rose,46,The Crownlands,King's Landing,0:29:48,0:29:54,Sansa Stark,6
4,2,The Lion and the Rose,46,The Crownlands,King's Landing,0:29:48,0:29:54,Tyrion Lannister,6
4,2,The Lion and the Rose,47,The Crownlands,King's Landing,0:29:54,0:30:00,Joffrey Baratheon,6
4,2,The Lion and the Rose,47,The Crownlands,King's Landing,0:29:54,0:30:00,Margaery Tyrell,6
4,2,The Lion and the Rose,47,The Crownlands,King's Landing,0:29:54,0:30:00,High Septon,6
4,2,The Lion and the Rose,48,The Crownlands,King's Landing,0:30:00,0:30:12,Tywin Lannister,12
4,2,The Lion and the Rose,48,The Crownlands,King's Landing,0:30:00,0:30:12,Olenna Tyrell,12
4,2,The Lion and the Rose,49,The Crownlands,King's Landing,0:30:12,0:30:25,Tywin Lannister,13
4,2,The Lion and the Rose,49,The Crownlands,King's Landing,0:30:12,0:30:25,Olenna Tyrell,13
4,2,The Lion and the Rose,49,The Crownlands,King's Landing,0:30:12,0:30:25,Mace Tyrell,13
4,2,The Lion and the Rose,50,The Crownlands,King's Landing,0:30:25,0:31:00,Tywin Lannister,35
4,2,The Lion and the Rose,50,The Crownlands,King's Landing,0:30:25,0:31:00,Olenna Tyrell,35
4,2,The Lion and the Rose,51,The Crownlands,King's Landing,0:31:00,0:31:43,Bronn,43
4,2,The Lion and the Rose,51,The Crownlands,King's Landing,0:31:00,0:31:43,Podrick Payne,43
4,2,The Lion and the Rose,51,The Crownlands,King's Landing,0:31:00,0:31:43,Tyrion Lannister,43
4,2,The Lion and the Rose,52,The Crownlands,King's Landing,0:31:43,0:31:58,Podrick Payne,15
4,2,The Lion and the Rose,52,The Crownlands,King's Landing,0:31:43,0:31:58,Tyrion Lannister,15
4,2,The Lion and the Rose,52,The Crownlands,King's Landing,0:31:43,0:31:58,Oberyn Martell,15
4,2,The Lion and the Rose,52,The Crownlands,King's Landing,0:31:43,0:31:58,Ellaria Sand,15
4,2,The Lion and the Rose,52,The Crownlands,King's Landing,0:31:43,0:31:58,Kayla,15
4,2,The Lion and the Rose,53,The Crownlands,King's Landing,0:31:58,0:32:12,Joffrey Baratheon,14
4,2,The Lion and the Rose,53,The Crownlands,King's Landing,0:31:58,0:32:12,Olenna Tyrell,14
4,2,The Lion and the Rose,53,The Crownlands,King's Landing,0:31:58,0:32:12,Sansa Stark,14
4,2,The Lion and the Rose,53,The Crownlands,King's Landing,0:31:58,0:32:12,Tommen Baratheon,14
4,2,The Lion and the Rose,53,The Crownlands,King's Landing,0:31:58,0:32:12,Cersei Lannister,14
4,2,The Lion and the Rose,54,The Crownlands,King's Landing,0:32:12,0:32:28,Olenna Tyrell,16
4,2,The Lion and the Rose,54,The Crownlands,King's Landing,0:32:12,0:32:28,Sansa Stark,16
4,2,The Lion and the Rose,55,The Crownlands,King's Landing,0:32:28,0:32:30,Olenna Tyrell,2
4,2,The Lion and the Rose,55,The Crownlands,King's Landing,0:32:28,0:32:30,Sansa Stark,2
4,2,The Lion and the Rose,55,The Crownlands,King's Landing,0:32:28,0:32:30,Tyrion Lannister,2
4,2,The Lion and the Rose,56,The Crownlands,King's Landing,0:32:30,0:32:33,Olenna Tyrell,3
4,2,The Lion and the Rose,56,The Crownlands,King's Landing,0:32:30,0:32:33,Sansa Stark,3
4,2,The Lion and the Rose,56,The Crownlands,King's Landing,0:32:30,0:32:33,Tyrion Lannister,3
4,2,The Lion and the Rose,56,The Crownlands,King's Landing,0:32:30,0:32:33,Meryn Trant,3
4,2,The Lion and the Rose,56,The Crownlands,King's Landing,0:32:30,0:32:33,Cersei Lannister,3
4,2,The Lion and the Rose,56,The Crownlands,King's Landing,0:32:30,0:32:33,Tommen Baratheon,3
4,2,The Lion and the Rose,56,The Crownlands,King's Landing,0:32:30,0:32:33,Joffrey Baratheon,3
4,2,The Lion and the Rose,56,The Crownlands,King's Landing,0:32:30,0:32:33,Margaery Tyrell,3
4,2,The Lion and the Rose,57,The Crownlands,King's Landing,0:32:33,0:32:52,Olenna Tyrell,19
4,2,The Lion and the Rose,57,The Crownlands,King's Landing,0:32:33,0:32:52,Sansa Stark,19
4,2,The Lion and the Rose,57,The Crownlands,King's Landing,0:32:33,0:32:52,Tyrion Lannister,19
4,2,The Lion and the Rose,57,The Crownlands,King's Landing,0:32:33,0:32:52,Cersei Lannister,19
4,2,The Lion and the Rose,57,The Crownlands,King's Landing,0:32:33,0:32:52,Tommen Baratheon,19
4,2,The Lion and the Rose,58,The Crownlands,King's Landing,0:32:52,0:32:59,Musician #1,7
4,2,The Lion and the Rose,58,The Crownlands,King's Landing,0:32:52,0:32:59,Musician #2,7
4,2,The Lion and the Rose,58,The Crownlands,King's Landing,0:32:52,0:32:59,Musician #3,7
4,2,The Lion and the Rose,59,The Crownlands,King's Landing,0:32:59,0:33:06,Joffrey Baratheon,7
4,2,The Lion and the Rose,59,The Crownlands,King's Landing,0:32:59,0:33:06,Margaery Tyrell,7
4,2,The Lion and the Rose,60,The Crownlands,King's Landing,0:33:06,0:33:08,Musician #1,2
4,2,The Lion and the Rose,60,The Crownlands,King's Landing,0:33:06,0:33:08,Musician #2,2
4,2,The Lion and the Rose,60,The Crownlands,King's Landing,0:33:06,0:33:08,Musician #3,2
4,2,The Lion and the Rose,61,The Crownlands,King's Landing,0:33:08,0:33:22,Joffrey Baratheon,14
4,2,The Lion and the Rose,61,The Crownlands,King's Landing,0:33:08,0:33:22,Margaery Tyrell,14
4,2,The Lion and the Rose,61,The Crownlands,King's Landing,0:33:08,0:33:22,Musician #1,14
4,2,The Lion and the Rose,61,The Crownlands,King's Landing,0:33:08,0:33:22,Musician #2,14
4,2,The Lion and the Rose,61,The Crownlands,King's Landing,0:33:08,0:33:22,Musician #3,14
4,2,The Lion and the Rose,61,The Crownlands,King's Landing,0:33:08,0:33:22,Tyrion Lannister,14
4,2,The Lion and the Rose,61,The Crownlands,King's Landing,0:33:08,0:33:22,Sansa Stark,14
4,2,The Lion and the Rose,62,The Crownlands,King's Landing,0:33:22,0:33:25,Jaime Lannister,3
4,2,The Lion and the Rose,63,The Crownlands,King's Landing,0:33:25,0:33:31,Joffrey Baratheon,6
4,2,The Lion and the Rose,63,The Crownlands,King's Landing,0:33:25,0:33:31,Margaery Tyrell,6
4,2,The Lion and the Rose,63,The Crownlands,King's Landing,0:33:25,0:33:31,Olenna Tyrell,6
4,2,The Lion and the Rose,63,The Crownlands,King's Landing,0:33:25,0:33:31,Cersei Lannister,6
4,2,The Lion and the Rose,63,The Crownlands,King's Landing,0:33:25,0:33:31,Tommen Baratheon,6
4,2,The Lion and the Rose,64,The Crownlands,King's Landing,0:33:31,0:33:40,Joffrey Baratheon,9
4,2,The Lion and the Rose,64,The Crownlands,King's Landing,0:33:31,0:33:40,Margaery Tyrell,9
4,2,The Lion and the Rose,64,The Crownlands,King's Landing,0:33:31,0:33:40,Tommen Baratheon,9
4,2,The Lion and the Rose,64,The Crownlands,King's Landing,0:33:31,0:33:40,Sansa Stark,9
4,2,The Lion and the Rose,64,The Crownlands,King's Landing,0:33:31,0:33:40,Tyrion Lannister,9
4,2,The Lion and the Rose,64,The Crownlands,King's Landing,0:33:31,0:33:40,Oberyn Martell,9
4,2,The Lion and the Rose,64,The Crownlands,King's Landing,0:33:31,0:33:40,Ellaria Sand,9
4,2,The Lion and the Rose,65,The Crownlands,King's Landing,0:33:40,0:34:18,Margaery Tyrell,38
4,2,The Lion and the Rose,65,The Crownlands,King's Landing,0:33:40,0:34:18,Joffrey Baratheon,38
4,2,The Lion and the Rose,65,The Crownlands,King's Landing,0:33:40,0:34:18,Tyrion Lannister,38
4,2,The Lion and the Rose,65,The Crownlands,King's Landing,0:33:40,0:34:18,Olenna Tyrell,38
4,2,The Lion and the Rose,65,The Crownlands,King's Landing,0:33:40,0:34:18,Tommen Baratheon,38
4,2,The Lion and the Rose,65,The Crownlands,King's Landing,0:33:40,0:34:18,Cersei Lannister,38
4,2,The Lion and the Rose,65,The Crownlands,King's Landing,0:33:40,0:34:18,Lord Varys,38
4,2,The Lion and the Rose,65,The Crownlands,King's Landing,0:33:40,0:34:18,Grand Maester Pycelle,38
4,2,The Lion and the Rose,65,The Crownlands,King's Landing,0:33:40,0:34:18,Meryn Trant,38
4,2,The Lion and the Rose,65,The Crownlands,King's Landing,0:33:40,0:34:18,Sansa Stark,38
4,2,The Lion and the Rose,66,The Crownlands,King's Landing,0:34:18,0:34:32,Loras Tyrell,14
4,2,The Lion and the Rose,66,The Crownlands,King's Landing,0:34:18,0:34:32,Oberyn Martell,14
4,2,The Lion and the Rose,66,The Crownlands,King's Landing,0:34:18,0:34:32,Ellaria Sand,14
4,2,The Lion and the Rose,67,The Crownlands,King's Landing,0:34:32,0:35:26,Loras Tyrell,54
4,2,The Lion and the Rose,67,The Crownlands,King's Landing,0:34:32,0:35:26,Jaime Lannister,54
4,2,The Lion and the Rose,67,The Crownlands,King's Landing,0:34:32,0:35:26,Meryn Trant,54
4,2,The Lion and the Rose,67,The Crownlands,King's Landing,0:34:32,0:35:26,Margaery Tyrell,54
4,2,The Lion and the Rose,67,The Crownlands,King's Landing,0:34:32,0:35:26,Cersei Lannister,54
4,2,The Lion and the Rose,67,The Crownlands,King's Landing,0:34:32,0:35:26,Joffrey Baratheon,54
4,2,The Lion and the Rose,68,The Crownlands,King's Landing,0:35:26,0:36:11,Brienne of Tarth,45
4,2,The Lion and the Rose,68,The Crownlands,King's Landing,0:35:26,0:36:11,Margaery Tyrell,45
4,2,The Lion and the Rose,68,The Crownlands,King's Landing,0:35:26,0:36:11,Cersei Lannister,45
4,2,The Lion and the Rose,68,The Crownlands,King's Landing,0:35:26,0:36:11,Joffrey Baratheon,45
4,2,The Lion and the Rose,68,The Crownlands,King's Landing,0:35:26,0:36:11,Tommen Baratheon,45
4,2,The Lion and the Rose,68,The Crownlands,King's Landing,0:35:26,0:36:11,Tyrion Lannister,45
4,2,The Lion and the Rose,68,The Crownlands,King's Landing,0:35:26,0:36:11,Sansa Stark,45
4,2,The Lion and the Rose,68,The Crownlands,King's Landing,0:35:26,0:36:11,Olenna Tyrell,45
4,2,The Lion and the Rose,68,The Crownlands,King's Landing,0:35:26,0:36:11,Mace Tyrell,45
4,2,The Lion and the Rose,69,The Crownlands,King's Landing,0:36:11,0:36:18,Brienne of Tarth,7
4,2,The Lion and the Rose,69,The Crownlands,King's Landing,0:36:11,0:36:18,Margaery Tyrell,7
4,2,The Lion and the Rose,69,The Crownlands,King's Landing,0:36:11,0:36:18,Jaime Lannister,7
4,2,The Lion and the Rose,69,The Crownlands,King's Landing,0:36:11,0:36:18,Joffrey Baratheon,7
4,2,The Lion and the Rose,69,The Crownlands,King's Landing,0:36:11,0:36:18,Tywin Lannister,7
4,2,The Lion and the Rose,69,The Crownlands,King's Landing,0:36:11,0:36:18,Cersei Lannister,7
4,2,The Lion and the Rose,70,The Crownlands,King's Landing,0:36:18,0:37:21,Brienne of Tarth,63
4,2,The Lion and the Rose,70,The Crownlands,King's Landing,0:36:18,0:37:21,Cersei Lannister,63
4,2,The Lion and the Rose,70,The Crownlands,King's Landing,0:36:18,0:37:21,Sansa Stark,63
4,2,The Lion and the Rose,70,The Crownlands,King's Landing,0:36:18,0:37:21,Tyrion Lannister,63
4,2,The Lion and the Rose,70,The Crownlands,King's Landing,0:36:18,0:37:21,Podrick Payne,63
4,2,The Lion and the Rose,70,The Crownlands,King's Landing,0:36:18,0:37:21,Jaime Lannister,63
4,2,The Lion and the Rose,70,The Crownlands,King's Landing,0:36:18,0:37:21,Lord Varys,63
4,2,The Lion and the Rose,70,The Crownlands,King's Landing,0:36:18,0:37:21,Joffrey Baratheon,63
4,2,The Lion and the Rose,71,The Crownlands,King's Landing,0:37:21,0:37:26,Joffrey Baratheon,5
4,2,The Lion and the Rose,71,The Crownlands,King's Landing,0:37:21,0:37:26,Cersei Lannister,5
4,2,The Lion and the Rose,71,The Crownlands,King's Landing,0:37:21,0:37:26,Tyrion Lannister,5
4,2,The Lion and the Rose,71,The Crownlands,King's Landing,0:37:21,0:37:26,Sansa Stark,5
4,2,The Lion and the Rose,71,The Crownlands,King's Landing,0:37:21,0:37:26,Jaime Lannister,5
4,2,The Lion and the Rose,72,The Crownlands,King's Landing,0:37:26,0:38:25,Grand Maester Pycelle,59
4,2,The Lion and the Rose,72,The Crownlands,King's Landing,0:37:26,0:38:25,Cersei Lannister,59
4,2,The Lion and the Rose,73,The Crownlands,King's Landing,0:38:25,0:38:52,Dontos Hollard,27
4,2,The Lion and the Rose,73,The Crownlands,King's Landing,0:38:25,0:38:52,Joffrey Baratheon,27
4,2,The Lion and the Rose,73,The Crownlands,King's Landing,0:38:25,0:38:52,Margaery Tyrell,27
4,2,The Lion and the Rose,73,The Crownlands,King's Landing,0:38:25,0:38:52,Sansa Stark,27
4,2,The Lion and the Rose,73,The Crownlands,King's Landing,0:38:25,0:38:52,Tyrion Lannister,27
4,2,The Lion and the Rose,73,The Crownlands,King's Landing,0:38:25,0:38:52,Tommen Baratheon,27
4,2,The Lion and the Rose,73,The Crownlands,King's Landing,0:38:25,0:38:52,Jaime Lannister,27
4,2,The Lion and the Rose,74,The Crownlands,King's Landing,0:38:52,0:40:22,Tywin Lannister,90
4,2,The Lion and the Rose,74,The Crownlands,King's Landing,0:38:52,0:40:22,Cersei Lannister,90
4,2,The Lion and the Rose,74,The Crownlands,King's Landing,0:38:52,0:40:22,Oberyn Martell,90
4,2,The Lion and the Rose,74,The Crownlands,King's Landing,0:38:52,0:40:22,Ellaria Sand,90
4,2,The Lion and the Rose,75,The Crownlands,King's Landing,0:40:22,0:40:55,Joffrey Baratheon,33
4,2,The Lion and the Rose,75,The Crownlands,King's Landing,0:40:22,0:40:55,Margaery Tyrell,33
4,2,The Lion and the Rose,75,The Crownlands,King's Landing,0:40:22,0:40:55,Sansa Stark,33
4,2,The Lion and the Rose,75,The Crownlands,King's Landing,0:40:22,0:40:55,Tyrion Lannister,33
4,2,The Lion and the Rose,75,The Crownlands,King's Landing,0:40:22,0:40:55,Tommen Baratheon,33
4,2,The Lion and the Rose,75,The Crownlands,King's Landing,0:40:22,0:40:55,Jaime Lannister,33
4,2,The Lion and the Rose,75,The Crownlands,King's Landing,0:40:22,0:40:55,Meryn Trant,33
4,2,The Lion and the Rose,75,The Crownlands,King's Landing,0:40:22,0:40:55,Olenna Tyrell,33
4,2,The Lion and the Rose,75,The Crownlands,King's Landing,0:40:22,0:40:55,Mace Tyrell,33
4,2,The Lion and the Rose,75,The Crownlands,King's Landing,0:40:22,0:40:55,Loras Tyrell,33
4,2,The Lion and the Rose,75,The Crownlands,King's Landing,0:40:22,0:40:55,Cersei Lannister,33
4,2,The Lion and the Rose,75,The Crownlands,King's Landing,0:40:22,0:40:55,Tywin Lannister,33
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Joffrey Baratheon,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,King Joffrey Baratheon Dwarf,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,King Stannis Baratheon Dwarf,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,King Renly Baratheon Dwarf,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,King Robb Stark Dwarf,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,King Balon Greyjoy Dwarf,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Cersei Lannister,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Tywin Lannister,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Lord Varys,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Grand Maester Pycelle,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Margaery Tyrell,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Sansa Stark,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Tyrion Lannister,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Tommen Baratheon,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Loras Tyrell,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Mace Tyrell,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Olenna Tyrell,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Podrick Payne,272
4,2,The Lion and the Rose,76,The Crownlands,King's Landing,0:40:55,0:45:27,Oberyn Martell,272
4,2,The Lion and the Rose,77,The Crownlands,King's Landing,0:45:27,0:46:28,Joffrey Baratheon,61
4,2,The Lion and the Rose,77,The Crownlands,King's Landing,0:45:27,0:46:28,Margaery Tyrell,61
4,2,The Lion and the Rose,77,The Crownlands,King's Landing,0:45:27,0:46:28,Sansa Stark,61
4,2,The Lion and the Rose,77,The Crownlands,King's Landing,0:45:27,0:46:28,Tyrion Lannister,61
4,2,The Lion and the Rose,77,The Crownlands,King's Landing,0:45:27,0:46:28,Cersei Lannister,61
4,2,The Lion and the Rose,77,The Crownlands,King's Landing,0:45:27,0:46:28,Tywin Lannister,61
4,2,The Lion and the Rose,77,The Crownlands,King's Landing,0:45:27,0:46:28,Tommen Baratheon,61
4,2,The Lion and the Rose,77,The Crownlands,King's Landing,0:45:27,0:46:28,Mace Tyrell,61
4,2,The Lion and the Rose,77,The Crownlands,King's Landing,0:45:27,0:46:28,Olenna Tyrell,61
4,2,The Lion and the Rose,78,The Crownlands,King's Landing,0:46:28,0:49:15,Joffrey Baratheon,167
4,2,The Lion and the Rose,78,The Crownlands,King's Landing,0:46:28,0:49:15,Tyrion Lannister,167
4,2,The Lion and the Rose,78,The Crownlands,King's Landing,0:46:28,0:49:15,Cersei Lannister,167
4,2,The Lion and the Rose,78,The Crownlands,King's Landing,0:46:28,0:49:15,Tywin Lannister,167
4,2,The Lion and the Rose,78,The Crownlands,King's Landing,0:46:28,0:49:15,Tommen Baratheon,167
4,2,The Lion and the Rose,78,The Crownlands,King's Landing,0:46:28,0:49:15,Margaery Tyrell,167
4,2,The Lion and the Rose,78,The Crownlands,King's Landing,0:46:28,0:49:15,Mace Tyrell,167
4,2,The Lion and the Rose,78,The Crownlands,King's Landing,0:46:28,0:49:15,Olenna Tyrell,167
4,2,The Lion and the Rose,78,The Crownlands,King's Landing,0:46:28,0:49:15,Sansa Stark,167
4,2,The Lion and the Rose,79,The Crownlands,King's Landing,0:49:15,0:49:36,Margaery Tyrell,21
4,2,The Lion and the Rose,79,The Crownlands,King's Landing,0:49:15,0:49:36,Joffrey Baratheon,21
4,2,The Lion and the Rose,79,The Crownlands,King's Landing,0:49:15,0:49:36,Cersei Lannister,21
4,2,The Lion and the Rose,79,The Crownlands,King's Landing,0:49:15,0:49:36,Tywin Lannister,21
4,2,The Lion and the Rose,79,The Crownlands,King's Landing,0:49:15,0:49:36,Tommen Baratheon,21
4,2,The Lion and the Rose,79,The Crownlands,King's Landing,0:49:15,0:49:36,Mace Tyrell,21
4,2,The Lion and the Rose,79,The Crownlands,King's Landing,0:49:15,0:49:36,Olenna Tyrell,21
4,2,The Lion and the Rose,79,The Crownlands,King's Landing,0:49:15,0:49:36,Sansa Stark,21
4,2,The Lion and the Rose,79,The Crownlands,King's Landing,0:49:15,0:49:36,Tyrion Lannister,21
4,2,The Lion and the Rose,79,The Crownlands,King's Landing,0:49:15,0:49:36,Jaime Lannister,21
4,2,The Lion and the Rose,80,The Crownlands,King's Landing,0:49:36,0:49:38,Dontos Hollard,2
4,2,The Lion and the Rose,80,The Crownlands,King's Landing,0:49:36,0:49:38,Sansa Stark,2
4,2,The Lion and the Rose,81,The Crownlands,King's Landing,0:49:38,0:50:43,Margaery Tyrell,65
4,2,The Lion and the Rose,81,The Crownlands,King's Landing,0:49:38,0:50:43,Tyrion Lannister,65
4,2,The Lion and the Rose,81,The Crownlands,King's Landing,0:49:38,0:50:43,Tywin Lannister,65
4,2,The Lion and the Rose,81,The Crownlands,King's Landing,0:49:38,0:50:43,Dontos Hollard,65
4,2,The Lion and the Rose,81,The Crownlands,King's Landing,0:49:38,0:50:43,Sansa Stark,65
4,2,The Lion and the Rose,81,The Crownlands,King's Landing,0:49:38,0:50:43,Joffrey Baratheon,65
4,2,The Lion and the Rose,81,The Crownlands,King's Landing,0:49:38,0:50:43,Cersei Lannister,65
4,2,The Lion and the Rose,81,The Crownlands,King's Landing,0:49:38,0:50:43,Jaime Lannister,65
4,2,The Lion and the Rose,81,The Crownlands,King's Landing,0:49:38,0:50:43,Olenna Tyrell,65
4,2,The Lion and the Rose,82,The Crownlands,King's Landing,0:50:43,0:51:10,Joffrey Baratheon,27
4,2,The Lion and the Rose,82,The Crownlands,King's Landing,0:50:43,0:51:10,Cersei Lannister,27
4,2,The Lion and the Rose,82,The Crownlands,King's Landing,0:50:43,0:51:10,Jaime Lannister,27
4,2,The Lion and the Rose,82,The Crownlands,King's Landing,0:50:43,0:51:10,Tyrion Lannister,27
4,2,The Lion and the Rose,82,The Crownlands,King's Landing,0:50:43,0:51:10,Tywin Lannister,27
4,2,The Lion and the Rose,82,The Crownlands,King's Landing,0:50:43,0:51:10,Meryn Trant,27
4,3,Breaker of Chains,1,The Crownlands,King's Landing,0:01:55,0:02:07,Joffrey Baratheon,12
4,3,Breaker of Chains,1,The Crownlands,King's Landing,0:01:55,0:02:07,Cersei Lannister,12
4,3,Breaker of Chains,1,The Crownlands,King's Landing,0:01:55,0:02:07,Tyrion Lannister,12
4,3,Breaker of Chains,1,The Crownlands,King's Landing,0:01:55,0:02:07,Podrick Payne,12
4,3,Breaker of Chains,1,The Crownlands,King's Landing,0:01:55,0:02:07,Dontos Hollard,12
4,3,Breaker of Chains,1,The Crownlands,King's Landing,0:01:55,0:02:07,Meryn Trant,12
4,3,Breaker of Chains,2,The Crownlands,King's Landing,0:02:07,0:02:13,Tyrion Lannister,6
4,3,Breaker of Chains,2,The Crownlands,King's Landing,0:02:07,0:02:13,Cersei Lannister,6
4,3,Breaker of Chains,2,The Crownlands,King's Landing,0:02:07,0:02:13,Tywin Lannister,6
4,3,Breaker of Chains,3,The Crownlands,King's Landing,0:02:13,0:02:16,Sansa Stark,3
4,3,Breaker of Chains,3,The Crownlands,King's Landing,0:02:13,0:02:16,Dontos Hollard,3
4,3,Breaker of Chains,4,The Crownlands,King's Landing,0:02:16,0:02:21,Cersei Lannister,5
4,3,Breaker of Chains,4,The Crownlands,King's Landing,0:02:16,0:02:21,Tywin Lannister,5
4,3,Breaker of Chains,6,The Crownlands,King's Landing,0:02:25,0:03:07,Sansa Stark,42
4,3,Breaker of Chains,6,The Crownlands,King's Landing,0:02:25,0:03:07,Dontos Hollard,42
4,3,Breaker of Chains,7,The Crownlands,Blackwater Bay,0:03:07,0:03:59,Sansa Stark,52
4,3,Breaker of Chains,7,The Crownlands,Blackwater Bay,0:03:07,0:03:59,Dontos Hollard,52
4,3,Breaker of Chains,8,The Crownlands,Blackwater Bay,0:03:59,0:04:40,Sansa Stark,41
4,3,Breaker of Chains,8,The Crownlands,Blackwater Bay,0:03:59,0:04:40,Petyr Baelish,41
4,3,Breaker of Chains,8,The Crownlands,Blackwater Bay,0:03:59,0:04:40,Dontos Hollard,41
4,3,Breaker of Chains,9,The Crownlands,Blackwater Bay,0:04:40,0:05:04,Sansa Stark,24
4,3,Breaker of Chains,9,The Crownlands,Blackwater Bay,0:04:40,0:05:04,Petyr Baelish,24
4,3,Breaker of Chains,10,The Crownlands,Blackwater Bay,0:05:04,0:06:03,Sansa Stark,59
4,3,Breaker of Chains,10,The Crownlands,Blackwater Bay,0:05:04,0:06:03,Petyr Baelish,59
4,3,Breaker of Chains,10,The Crownlands,Blackwater Bay,0:05:04,0:06:03,Dontos Hollard,59
4,3,Breaker of Chains,11,The Crownlands,Blackwater Bay,0:06:03,0:06:15,Sansa Stark,12
